#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 06 18 07 50  49  4.5  5.0  0.15 99.00  2.52 999 1015.7   5.3   2.7 999.0 99.0 99.00
2014 06 18 08 50  34  5.4  6.1  0.15 99.00  2.54 999 1015.3   5.7   2.7 999.0 99.0 99.00
2014 06 18 09 50  27  6.7  7.3  0.23 99.00  2.47 999 1015.7   6.2   2.7 999.0 99.0 99.00
2014 06 18 10 50  67  4.2  4.8  0.34  3.03  2.82 999 1016.4   4.6   2.7 999.0 99.0 99.00
2014 06 18 11 50  57  6.5  7.4  0.38  3.23  2.85 999 1017.4   5.4   2.7 999.0 99.0 99.00
2014 06 18 12 50  38  7.4  8.3  0.45  2.74  2.91 999 1017.6   4.7   2.7 999.0 99.0 99.00
2014 06 18 13 50  43  7.7  8.7  0.56  3.45  3.13 999 1018.3   4.7   2.7 999.0 99.0 99.00
2014 06 18 14 50  43  8.4  9.3  0.67  3.45  3.27 999 1018.3   5.5   2.7 999.0 99.0 99.00
2014 06 18 15 50  49  7.1  7.9  0.72  3.70  3.41 999 1019.1   5.3   2.8 999.0 99.0 99.00
2014 06 18 16 50  44  7.2  8.3  0.65  4.17  3.46 999 1019.3   5.4   2.8 999.0 99.0 99.00
2014 06 18 17 50  49  6.7  7.8  0.75  4.35  3.59 999 1019.8   5.2   2.8 999.0 99.0 99.00
2014 06 18 18 50  50  7.0  7.7  0.68  4.35  3.54 999 1019.8   5.8   2.8 999.0 99.0 99.00
2014 06 18 19 50  46  6.9  7.8  0.73  4.55  3.65 999 1019.9   6.5   2.8 999.0 99.0 99.00
2014 06 18 20 50  39  7.0  8.2  0.73  4.55  3.71 999 1019.8   6.1   2.8 999.0 99.0 99.00
2014 06 18 21 50  51  5.6  6.3  0.66  4.35  3.58 999 1019.6   6.0   2.8 999.0 99.0 99.00
2014 06 18 22 50  50  5.6  6.2  0.53  4.17  3.50 999 1019.5   5.7   2.8 999.0 99.0 99.00
2014 06 18 23 50  57  4.5  5.1  0.51  4.17  3.47 999 1020.1   6.4   2.8 999.0 99.0 99.00
2014 06 19 00 50  45  4.1  4.6  0.49  3.85  3.46 999 1020.1   5.8   2.8 999.0 99.0 99.00
2014 06 19 01 50  69  4.6  5.0  0.39  3.70  3.29 999 1020.2   5.6   2.8 999.0 99.0 99.00
2014 06 19 02 50  65  3.5  3.7  0.34  3.70  3.25 999 1021.2   5.7   2.8 999.0 99.0 99.00
2014 06 19 03 50  75  3.5  3.9  0.33  3.57  3.22 999 1021.2   5.4   2.7 999.0 99.0 99.00
2014 06 19 04 50  51  4.7  5.1  0.28  3.85  3.25 999 1021.3   5.3   2.7 999.0 99.0 99.00
2014 06 19 05 50  66  3.4  3.7  0.26  3.45  3.14 999 1021.2   5.1   2.7 999.0 99.0 99.00
2014 06 19 06 50  98  2.6  3.4  0.23 99.00  3.04 999 1021.3   4.7   2.7 999.0 99.0 99.00
2014 06 19 07 50  64  5.5  6.0  0.19 99.00  3.02 999 1020.9   5.1   2.7 999.0 99.0 99.00
2014 06 19 08 50  63  7.5  8.3  0.20 99.00  2.71 999 1020.1   5.0   2.7 999.0 99.0 99.00
2014 06 19 09 50  73  4.8  5.6  0.32  2.47  2.77 999 1021.1   5.0   2.7 999.0 99.0 99.00
2014 06 19 10 50  68  4.1  4.6  0.30  3.13  2.94 999 1021.7   4.7   2.7 999.0 99.0 99.00
2014 06 19 11 50  75  5.2  5.7  0.36  3.23  3.02 999 1021.1   5.2   2.7 999.0 99.0 99.00
2014 06 19 12 50  56  4.7  5.6  0.35  3.23  3.06 999 1022.4   4.8   2.7 999.0 99.0 99.00
2014 06 19 13 50  51  5.4  6.2 99.00 99.00 99.00 999 1023.4   4.6   2.7 999.0 99.0 99.00
2014 06 19 14 50  68  7.1  8.2  0.48  3.57  3.16 999 1022.9   5.4   2.7 999.0 99.0 99.00
2014 06 19 15 50  72  7.1  7.9  0.52  3.33  3.16 999 1022.1   5.9   2.8 999.0 99.0 99.00
2014 06 19 16 50  65  7.2  8.3  0.63  3.70  3.28 999 1022.2   5.2   2.8 999.0 99.0 99.00
2014 06 19 17 50  55  9.1 10.3  0.81  3.85  3.50 999 1020.7   5.0   2.8 999.0 99.0 99.00
2014 06 19 18 50  62  9.3 10.4  1.02  4.55  3.80 999 1019.8   5.3   2.8 999.0 99.0 99.00
2014 06 19 19 50  57  8.2  9.7  1.04  5.00  3.96 999 1019.6   5.3   2.8 999.0 99.0 99.00
2014 06 19 20 50  63  8.9 10.2  1.05  5.00  3.97 999 1018.6   6.0   2.8 999.0 99.0 99.00
2014 06 19 21 50  63  9.5 10.8  1.14  4.76  4.06 999 1017.7   6.4   2.8 999.0 99.0 99.00
2014 06 19 22 50  61  7.3  8.1  1.01  4.55  3.96 999 1019.3   6.2   2.8 999.0 99.0 99.00
2014 06 19 23 50  67  7.1  8.0  1.02  4.76  4.06 999 1019.4   6.2   2.8 999.0 99.0 99.00
2014 06 20 00 50  72  7.5  8.3  0.89  4.35  3.96 999 1018.6   6.9   2.8 999.0 99.0 99.00
2014 06 20 01 50  92  8.3  9.4  0.88  4.76  3.85 999 1018.7   7.9   2.8 999.0 99.0 99.00
2014 06 20 02 50 102  7.0  7.9  0.81  4.76  3.69 999 1018.7   7.6   2.8 999.0 99.0 99.00
2014 06 20 03 50 102  6.0  6.6  0.80  4.35  3.68 999 1018.7   6.6   2.8 999.0 99.0 99.00
2014 06 20 04 50 121  7.1  7.8  0.73  4.55  3.65 999 1018.1   8.0   2.8 999.0 99.0 99.00
2014 06 20 05 50 108  5.9  6.6  0.64  4.35  3.56 999 1017.5   6.8   2.8 999.0 99.0 99.00
2014 06 20 06 50  94  4.5  5.0  0.57  4.17  3.54 999 1017.3   6.4   2.8 999.0 99.0 99.00
2014 06 20 07 50  76  4.2  4.5  0.50  4.17  3.54 999 1016.8   5.7   2.8 999.0 99.0 99.00
2014 06 20 08 50  41  4.3  4.9  0.44  4.00  3.35 999 1016.7   5.2   2.8 999.0 99.0 99.00
2014 06 20 09 50  57  4.9  5.4  0.40  4.55  3.40 999 1016.5   5.4   2.8 999.0 99.0 99.00
2014 06 20 10 50  73  3.1  3.8  0.37  4.35  3.37 999 1016.7   5.5   2.8 999.0 99.0 99.00
2014 06 20 11 50 112  4.9  5.4 99.00 99.00 99.00 999 1016.7   7.0   2.8 999.0 99.0 99.00
2014 06 20 12 50 109  4.0  4.8  0.31  4.35  3.31 999 1016.6   7.0   2.8 999.0 99.0 99.00
2014 06 20 13 50  99  6.1  6.7  0.29  4.17  3.13 999 1016.3   6.6   2.8 999.0 99.0 99.00
2014 06 20 14 50 103  5.6  6.4  0.39  2.74  2.90 999 1016.6   6.5   2.8 999.0 99.0 99.00
2014 06 20 15 50  72  7.0  7.9  0.43  3.13  3.00 999 1016.7   5.9   2.8 999.0 99.0 99.00
2014 06 20 16 50  62  9.3 10.9  0.51  3.33  3.04 999 1016.8   5.0   2.8 999.0 99.0 99.00
2014 06 20 17 50  66  8.2  9.2  0.67  3.57  3.20 999 1017.4   4.8   2.8 999.0 99.0 99.00
2014 06 20 18 50  48  7.8  9.0  0.58  3.70  3.20 999 1017.3   4.7   2.8 999.0 99.0 99.00
2014 06 20 19 50  33  7.5  8.5  0.65  4.00  3.36 999 1017.4   4.3   2.8 999.0 99.0 99.00
2014 06 20 20 50  47  7.2  8.2  0.65  3.70  3.31 999 1017.1   4.6   2.8 999.0 99.0 99.00
2014 06 20 21 50  47  6.5  7.4  0.62  3.85  3.32 999 1016.8   4.4   2.8 999.0 99.0 99.00
2014 06 20 22 50  39  5.7  6.4  0.55  4.00  3.32 999 1016.8   4.3   2.8 999.0 99.0 99.00
2014 06 20 23 50  42  6.0  6.7  0.51  3.70  3.39 999 1016.2   4.3   2.8 999.0 99.0 99.00
2014 06 21 00 50  50  6.9  7.9  0.60  4.00  3.40 999 1015.7   4.2   2.8 999.0 99.0 99.00
2014 06 21 01 50  33  5.1  5.6  0.54  4.17  3.43 999 1016.5   4.0   2.8 999.0 99.0 99.00
2014 06 21 02 50  46  6.0  7.0  0.54  4.17  3.42 999 1016.4   4.0   2.8 999.0 99.0 99.00
2014 06 21 03 50  53  6.3  7.5  0.56  4.17  3.39 999 1015.8   3.9   2.8 999.0 99.0 99.00
2014 06 21 04 50  61  5.8  6.6  0.55  4.35  3.37 999 1015.1   4.1   2.8 999.0 99.0 99.00
2014 06 21 05 50  53  5.7  6.4  0.50  4.00  3.30 999 1014.8   4.1   2.8 999.0 99.0 99.00
2014 06 21 06 50  62  5.6  6.4  0.52  4.00  3.40 999 1014.9   4.3   2.8 999.0 99.0 99.00
2014 06 21 07 50  59  5.2  6.4  0.50  3.85  3.30 999 1014.6   4.3   2.8 999.0 99.0 99.00
2014 06 21 08 50  69  6.7  7.5  0.44  3.85  3.22 999 1014.1   4.9   2.8 999.0 99.0 99.00
2014 06 21 09 50  65  5.7  6.5  0.45  4.00  3.12 999 1014.1   5.1   2.8 999.0 99.0 99.00
2014 06 21 10 50  48  6.4  7.1  0.46  4.00  3.15 999 1013.3   4.8   2.8 999.0 99.0 99.00
2014 06 21 11 50  73  6.9  7.9  0.47  3.57  3.04 999 1013.3   6.4   2.8 999.0 99.0 99.00
2014 06 21 12 50  88  5.3  6.1  0.51  3.33  3.17 999 1013.6   6.1   2.8 999.0 99.0 99.00
2014 06 21 13 50  55  4.7  5.4  0.44  3.33  3.21 999 1013.3   5.6   2.8 999.0 99.0 99.00
2014 06 21 14 50  51  4.9  5.9  0.42  3.33  3.15 999 1013.0   5.3   2.8 999.0 99.0 99.00
2014 06 21 15 50   6  4.7  5.3  0.40  3.33  3.11 999 1013.5   4.3   2.8 999.0 99.0 99.00
2014 06 21 16 50  19  5.9  7.0  0.45  3.57  3.16 999 1013.8   3.9   2.8 999.0 99.0 99.00
2014 06 21 17 50  15  5.6  6.7  0.44  3.70  3.13 999 1013.8   3.8   2.8 999.0 99.0 99.00
2014 06 21 18 50  12  5.3  5.9  0.47  3.70  3.20 999 1013.9   4.0   2.8 999.0 99.0 99.00
2014 06 21 19 50  17  5.3  6.0  0.46  3.70  3.27 999 1014.1   4.2   2.8 999.0 99.0 99.00
2014 06 21 20 50  31  4.8  5.5  0.44  3.70  3.24 999 1014.1   4.3   2.8 999.0 99.0 99.00
2014 06 21 21 50  10  2.9  3.5  0.41  3.70  3.29 999 1014.5   3.9   2.9 999.0 99.0 99.00
2014 06 21 22 50  33  4.5  5.0  0.40  3.57  3.28 999 1014.4   4.0   2.9 999.0 99.0 99.00
2014 06 21 23 50  22  3.1  3.7  0.41  3.57  3.13 999 1014.3   3.8   2.9 999.0 99.0 99.00
2014 06 22 00 50   6  3.8  4.4  0.38  3.57  3.19 999 1014.2   4.0   2.9 999.0 99.0 99.00
2014 06 22 01 50  32  1.6  2.2  0.38  3.57  3.17 999 1014.5   3.8   2.8 999.0 99.0 99.00
2014 06 22 02 50  36  4.7  5.2  0.35  3.57  3.13 999 1014.3   3.9   2.8 999.0 99.0 99.00
2014 06 22 03 50  14  4.4  5.3  0.30  3.45  3.17 999 1014.0   3.8   2.8 999.0 99.0 99.00
2014 06 22 04 50 101  1.7  2.1  0.30  3.57  3.14 999 1014.2   3.3   2.8 999.0 99.0 99.00
2014 06 22 05 50 319  0.7  0.9  0.27  3.45  3.18 999 1015.0   3.3   2.8 999.0 99.0 99.00
2014 06 22 06 50 274  1.2  1.7  0.26  3.33  3.14 999 1014.8   3.3   2.8 999.0 99.0 99.00
2014 06 22 07 50 316  1.7  2.5  0.23 99.00  3.11 999 1014.9   3.7   2.8 999.0 99.0 99.00
2014 06 22 08 50 319  2.0  2.8  0.19 99.00  3.10 999 1014.5   3.5   2.8 999.0 99.0 99.00
2014 06 22 09 50  91  1.2  1.9  0.17 99.00  3.06 999 1014.1   3.5   2.8 999.0 99.0 99.00
2014 06 22 10 50  74  1.5  2.1  0.16 99.00  3.00 999 1013.8   3.5   2.8 999.0 99.0 99.00
2014 06 22 11 50 151  1.0  1.5  0.14 99.00  3.00 999 1013.7   3.4   2.8 999.0 99.0 99.00
2014 06 22 12 50 313  0.7  1.1  0.13 99.00  3.09 999 1014.2   3.6   2.8 999.0 99.0 99.00
2014 06 22 13 50  11  2.4  4.0  0.11 99.00  3.09 999 1014.5   3.8   2.9 999.0 99.0 99.00
2014 06 22 14 50  65  4.8  5.4  0.10 99.00  3.12 999 1014.4   3.7   2.8 999.0 99.0 99.00
2014 06 22 15 50  72  2.8  3.1  0.09 99.00  2.96 999 1013.9   3.9   2.9 999.0 99.0 99.00
2014 06 22 16 50  24  2.1  2.4  0.09 99.00  3.05 999 1013.4   4.1   2.9 999.0 99.0 99.00
2014 06 22 17 50  18  3.4  3.8  0.08 99.00  2.95 999 1013.2   3.9   2.9 999.0 99.0 99.00
2014 06 22 18 50  10  4.4  4.9  0.07 99.00  2.94 999 1013.0   4.0   2.9 999.0 99.0 99.00
2014 06 22 19 50   6  3.1  3.4  0.07 99.00  2.84 999 1012.7   4.3   2.9 999.0 99.0 99.00
2014 06 22 20 50  20  2.7  2.9  0.06 99.00  2.56 999 1012.5   4.4   2.9 999.0 99.0 99.00
2014 06 22 21 50  19  4.5  4.9  0.05 99.00  2.72 999 1011.9   4.7   2.9 999.0 99.0 99.00
2014 06 22 22 50  26  1.6  2.5  0.08 99.00  3.21 999 1011.6   4.6   2.9 999.0 99.0 99.00
2014 06 22 23 50 341  3.3  4.0  0.05 99.00  2.80 999 1011.2   4.6   2.9 999.0 99.0 99.00
2014 06 23 00 50 257  2.4  5.5  0.05 99.00  3.05 999 1012.0   4.6   2.9 999.0 99.0 99.00
2014 06 23 01 50 317  2.3  2.7  0.05 99.00  3.02 999 1012.0   4.9   2.9 999.0 99.0 99.00
2014 06 23 02 50 356  2.1  2.4  0.05 99.00  2.78 999 1011.8   4.0   2.9 999.0 99.0 99.00
2014 06 23 03 50 336  3.4  3.8  0.05 99.00  2.72 999 1011.7   4.0   2.9 999.0 99.0 99.00
2014 06 23 04 50 348  4.0  4.7  0.07 99.00  3.16 999 1010.5   4.0   2.8 999.0 99.0 99.00
2014 06 23 05 50 356  1.3  1.9  0.06 99.00  2.61 999 1010.9   4.3   2.8 999.0 99.0 99.00
2014 06 23 06 50 166  1.3  3.0  0.07 99.00  2.72 999 1011.4   4.4   2.8 999.0 99.0 99.00
2014 06 23 07 50 206  2.5  3.0  0.07 99.00  2.57 999 1010.9   4.4   2.8 999.0 99.0 99.00
2014 06 23 08 50 170  1.4  2.0  0.08 99.00  2.53 999 1010.5   3.6   2.8 999.0 99.0 99.00
2014 06 23 09 50 317  2.6  4.2  0.07 99.00  2.46 999 1011.0   3.6   2.8 999.0 99.0 99.00
2014 06 23 10 50 344  1.2  1.6  0.07 99.00  2.68 999 1011.9   3.6   2.8 999.0 99.0 99.00
2014 06 23 11 50  39  1.5  2.0  0.05 99.00  2.64 999 1011.0   4.1   2.8 999.0 99.0 99.00
2014 06 23 12 50   5  0.3  0.7  0.05 99.00  2.53 999 1011.4   4.8   2.8 999.0 99.0 99.00
2014 06 23 13 50 314  3.2  4.6  0.04 99.00  2.57 999 1011.4   4.5   2.9 999.0 99.0 99.00
2014 06 23 14 50 206  3.1  4.3  0.06 99.00  2.96 999 1012.0   3.8   2.9 999.0 99.0 99.00
2014 06 23 15 50 257  1.0  1.5  0.06 99.00  3.15 999 1011.9   4.3   3.0 999.0 99.0 99.00
2014 06 23 16 50 161  0.3  0.6  0.04 99.00  2.87 999 1011.7   5.5   3.0 999.0 99.0 99.00
2014 06 23 17 50 267  1.4  1.9  0.04 99.00  3.02 999 1011.4   5.7   3.1 999.0 99.0 99.00
2014 06 23 18 50 158  3.6  4.6  0.04 99.00  3.52 999 1011.1   4.4   3.2 999.0 99.0 99.00
2014 06 23 19 50 184  1.6  2.1  0.03 99.00  3.27 999 1011.4   4.4   3.2 999.0 99.0 99.00
2014 06 23 20 50  43  0.4  0.8  0.06 99.00  3.85 999 1011.0   4.7   3.2 999.0 99.0 99.00
2014 06 23 21 50 358  1.0  2.5  0.04 99.00  3.68 999 1010.9   4.5   3.3 999.0 99.0 99.00
2014 06 23 22 50  55  2.1  2.5  0.02 99.00  3.21 999 1010.7   4.6   3.3 999.0 99.0 99.00
2014 06 23 23 50  79  1.3  1.6  0.04 99.00  3.68 999 1010.5   4.6   3.2 999.0 99.0 99.00
2014 06 24 00 50  71  2.4  3.1  0.02 99.00  3.61 999 1010.5   4.4   3.2 999.0 99.0 99.00
2014 06 24 01 50  65  3.3  3.7  0.02 99.00  3.66 999 1010.9   3.8   3.1 999.0 99.0 99.00
2014 06 24 02 50  43  2.2  4.8  0.02 99.00  3.87 999 1011.6   4.0   3.0 999.0 99.0 99.00
2014 06 24 03 50 351  3.8  4.9  0.02 99.00  4.07 999 1012.0   3.7   3.0 999.0 99.0 99.00
2014 06 24 04 50  22  4.5  5.1  0.11 99.00  3.57 999 1012.1   4.1   2.9 999.0 99.0 99.00
2014 06 24 05 50 360  4.3  4.8  0.10 99.00  2.23 999 1012.3   4.1   2.9 999.0 99.0 99.00
2014 06 24 06 50  34  4.3  4.8  0.13 99.00  2.34 999 1011.9   4.0   2.8 999.0 99.0 99.00
2014 06 24 07 50  42  4.0  4.5  0.16 99.00  2.49 999 1012.2   3.9   2.8 999.0 99.0 99.00
2014 06 24 08 50  35  5.6  6.4  0.19 99.00  2.47 999 1011.8   4.6   2.8 999.0 99.0 99.00
2014 06 24 09 50  47  5.7  6.8  0.22 99.00  2.50 999 1012.3   4.5   2.8 999.0 99.0 99.00
2014 06 24 10 50 346  4.1  5.7  0.30  2.74  2.61 999 1012.9   5.1   2.8 999.0 99.0 99.00
2014 06 24 11 50  35  3.6  4.1  0.34  3.03  2.88 999 1013.1   4.2   2.8 999.0 99.0 99.00
2014 06 24 12 50  21  5.1  6.0  0.32  3.33  2.98 999 1013.0   4.8   2.8 999.0 99.0 99.00
2014 06 24 13 50  47  7.5  8.6  0.35  3.45  2.92 999 1014.0   5.7   2.8 999.0 99.0 99.00
2014 06 24 14 50  34  8.9 10.7  0.54  3.45  3.04 999 1014.2   5.5   2.9 999.0 99.0 99.00
2014 06 24 15 50 340  8.4  9.8  0.85  4.00  3.54 999 1016.3   5.3   2.9 999.0 99.0 99.00
2014 06 24 16 50  33 10.7 12.1  0.85  4.00  3.51 999 1016.1   7.1   2.9 999.0 99.0 99.00
2014 06 24 17 50  54 10.5 12.4  0.96  4.76  3.73 999 1015.3   6.4   2.9 999.0 99.0 99.00
2014 06 24 18 50  47  9.9 12.0  1.16  4.55  4.01 999 1016.5   5.9   2.9 999.0 99.0 99.00
2014 06 24 19 50  22  7.4  8.9  1.25  5.00  4.28 999 1017.4   5.0   2.9 999.0 99.0 99.00
2014 06 24 20 50  44 10.0 11.3  1.33  5.56  4.44 999 1017.3   5.7   2.9 999.0 99.0 99.00
2014 06 24 21 50  41 10.5 12.6  1.34  5.88  4.36 999 1017.4   5.5   2.9 999.0 99.0 99.00
2014 06 24 22 50  43  8.4  9.9  1.41  5.88  4.64 999 1017.6   5.2   2.9 999.0 99.0 99.00
2014 06 24 23 50  43  9.2 10.5 99.00 99.00 99.00 999 1017.7   5.8   2.9 999.0 99.0 99.00
2014 06 25 00 50  37  6.1  6.7  1.14  5.88  4.59 999 1018.5   4.9   2.9 999.0 99.0 99.00
2014 06 25 01 50  44  2.8  3.2  0.95  6.25  4.57 999 1018.8   4.5   2.9 999.0 99.0 99.00
2014 06 25 02 50  42  3.6  4.3  0.97  6.25  4.56 999 1019.3   4.8   2.8 999.0 99.0 99.00
2014 06 25 03 50  53  3.0  3.9  0.85  5.56  4.56 999 1019.5   4.3   2.8 999.0 99.0 99.00
2014 06 25 04 50  36  3.9  4.4  0.79  6.25  4.70 999 1019.4   4.5   2.8 999.0 99.0 99.00
2014 06 25 05 50  28  4.7  5.6  0.70  5.56  4.53 999 1019.3   5.3   2.8 999.0 99.0 99.00
2014 06 25 06 50  26  4.5  4.8  0.63  5.88  4.38 999 1019.2   5.0   2.8 999.0 99.0 99.00
2014 06 25 07 50  19  3.4  3.7  0.57  5.88  4.26 999 1019.5   4.8   2.8 999.0 99.0 99.00
2014 06 25 08 50  17  4.3  4.8  0.54  5.56  4.28 999 1019.0   4.8   2.8 999.0 99.0 99.00
2014 06 25 09 50  27  3.8  4.1  0.45  5.26  4.08 999 1019.2   4.7   2.8 999.0 99.0 99.00
2014 06 25 10 50  45  3.5  3.9  0.44  5.00  4.22 999 1019.7   5.4   2.8 999.0 99.0 99.00
2014 06 25 11 50  35  4.4  4.8  0.42  5.56  4.11 999 1020.1   4.5   2.8 999.0 99.0 99.00
2014 06 25 12 50  46  5.2  6.1  0.40  5.26  3.90 999 1020.5   4.3   2.8 999.0 99.0 99.00
2014 06 25 13 50  47  5.7  6.3  0.40  5.26  3.49 999 1020.7   4.4   2.8 999.0 99.0 99.00
2014 06 25 14 50  40  6.6  7.6  0.39  5.00  3.41 999 1020.6   4.4   2.8 999.0 99.0 99.00
2014 06 25 15 50  35  6.0  6.8  0.48  3.23  3.19 999 1021.1   4.2   2.8 999.0 99.0 99.00
2014 06 25 16 50  33  5.6  6.4  0.46  3.57  3.27 999 1021.2   4.1   2.9 999.0 99.0 99.00
2014 06 25 17 50  31  5.3  5.8  0.45  3.45  3.23 999 1021.4   4.2   2.9 999.0 99.0 99.00
2014 06 25 18 50  35  5.6  6.4  0.46  3.33  3.34 999 1021.3   4.3   2.9 999.0 99.0 99.00
2014 06 25 19 50  51  5.5  6.2  0.43  3.57  3.19 999 1021.1   5.0   3.0 999.0 99.0 99.00
2014 06 25 20 50  46  3.0  3.3  0.40  3.57  3.28 999 1020.8   4.3   3.0 999.0 99.0 99.00
2014 06 25 21 50  47  3.4  3.7  0.40  4.00  3.36 999 1020.5   4.6   3.0 999.0 99.0 99.00
2014 06 25 22 50  48  3.1  3.5  0.42  3.70  3.57 999 1020.2   4.3   3.0 999.0 99.0 99.00
2014 06 25 23 50  57  2.2  2.6  0.37  3.85  3.36 999 1020.1   4.4   3.0 999.0 99.0 99.00
2014 06 26 00 50  36  2.1  2.3  0.33  3.57  3.31 999 1020.0   4.9   3.0 999.0 99.0 99.00
2014 06 26 01 50 284  1.5  2.1  0.30  3.23  3.25 999 1020.1   4.6   3.0 999.0 99.0 99.00
2014 06 26 02 50 305  2.3  2.6  0.28  3.45  3.28 999 1020.3   4.2   2.9 999.0 99.0 99.00
2014 06 26 03 50 339  2.1  2.5  0.25 99.00  3.21 999 1020.1   4.8   2.9 999.0 99.0 99.00
2014 06 26 04 50 345  2.5  2.7  0.24 99.00  3.21 999 1020.0   4.2   2.9 999.0 99.0 99.00
2014 06 26 05 50  23  2.3  2.5  0.23 99.00  3.30 999 1020.1   4.5   2.9 999.0 99.0 99.00
2014 06 26 06 50  65  1.9  2.0  0.21 99.00  3.37 999 1020.3   4.5   2.8 999.0 99.0 99.00
2014 06 26 07 50  46  1.2  1.5  0.20 99.00  3.36 999 1020.3   4.7   2.8 999.0 99.0 99.00
2014 06 26 08 50  81  0.6  1.2  0.18 99.00  3.31 999 1020.4   4.9   2.8 999.0 99.0 99.00
2014 06 26 09 50  80  1.5  1.6  0.17 99.00  3.40 999 1020.3   5.2   2.6 999.0 99.0 99.00
2014 06 26 10 50  49  0.1  0.5  0.16 99.00  3.38 999 1020.5   5.6   2.5 999.0 99.0 99.00
2014 06 26 11 50  24  2.9  3.1  0.14 99.00  3.37 999 1020.8   4.1   2.7 999.0 99.0 99.00
2014 06 26 12 50  41  3.5  3.9  0.15 99.00  3.39 999 1020.1   4.3   2.9 999.0 99.0 99.00
2014 06 26 13 50  71  1.5  1.9  0.13 99.00  3.41 999 1020.4   4.5   3.0 999.0 99.0 99.00
2014 06 26 14 50  48  2.1  2.3  0.11 99.00  3.33 999 1020.3   4.6   3.1 999.0 99.0 99.00
2014 06 26 15 50  31  2.3  2.8  0.12 99.00  3.41 999 1020.0   4.6   3.2 999.0 99.0 99.00
2014 06 26 16 50  38  2.7  3.0  0.10 99.00  3.29 999 1020.1   4.6   3.2 999.0 99.0 99.00
2014 06 26 17 50  50  3.3  3.6  0.09 99.00  3.33 999 1019.4   5.1   3.2 999.0 99.0 99.00
2014 06 26 18 50  45  3.3  3.7  0.10 99.00  3.53 999 1019.1   5.2   3.2 999.0 99.0 99.00
2014 06 26 19 50  33  3.5  3.7  0.09 99.00  3.46 999 1019.0   5.4   3.2 999.0 99.0 99.00
2014 06 26 20 50  42  4.2  4.5  0.07 99.00  3.25 999 1018.6   5.2   3.2 999.0 99.0 99.00
2014 06 26 21 50  49  4.4  4.9  0.08 99.00  3.29 999 1018.0   5.5   3.2 999.0 99.0 99.00
2014 06 26 22 50  56  4.8  5.3  0.07 99.00  2.70 999 1017.3   5.4   3.2 999.0 99.0 99.00
2014 06 26 23 50  52  4.1  4.4  0.10 99.00  2.36 999 1017.0   5.3   3.2 999.0 99.0 99.00
2014 06 27 00 50  56  4.8  5.2  0.15 99.00  2.54 999 1016.7   5.8   3.1 999.0 99.0 99.00
2014 06 27 01 50  55  4.7  5.2  0.19 99.00  2.57 999 1016.5   5.2   3.1 999.0 99.0 99.00
2014 06 27 02 50  54  4.0  4.4  0.22 99.00  2.69 999 1016.8   5.0   3.1 999.0 99.0 99.00
2014 06 27 03 50  65  4.0  4.5  0.23 99.00  2.73 999 1016.7   5.1   3.1 999.0 99.0 99.00
2014 06 27 04 50  63  3.9  4.2  0.18 99.00  2.67 999 1016.4   4.9   3.0 999.0 99.0 99.00
2014 06 27 05 50  73  3.9  4.8  0.18 99.00  2.66 999 1016.0   5.7   3.0 999.0 99.0 99.00
2014 06 27 06 50 171  1.7  1.9  0.16 99.00  2.66 999 1016.4   6.0   3.0 999.0 99.0 99.00
2014 06 27 07 50 158  1.9  2.5  0.17 99.00  2.65 999 1016.6   6.5   3.0 999.0 99.0 99.00
2014 06 27 08 50 143  1.9  2.3  0.14 99.00  2.62 999 1016.2   6.7   3.0 999.0 99.0 99.00
2014 06 27 09 50 132  4.5  5.0  0.12 99.00  2.53 999 1015.6   7.3   3.0 999.0 99.0 99.00
2014 06 27 10 50 135  4.0  4.4  0.10 99.00  2.51 999 1015.8   7.3   3.0 999.0 99.0 99.00
2014 06 27 11 50 138  3.7  4.5  0.13 99.00  2.57 999 1015.8   7.3   3.0 999.0 99.0 99.00
2014 06 27 12 50 107  3.6  4.1  0.14 99.00  2.48 999 1015.5   7.2   3.1 999.0 99.0 99.00
2014 06 27 13 50  77  4.1  4.6  0.14 99.00  2.54 999 1015.7   8.0   3.1 999.0 99.0 99.00
2014 06 27 14 50  44  2.3  3.3  0.14 99.00  2.49 999 1015.7   4.9   3.1 999.0 99.0 99.00
2014 06 27 15 50  41  4.0  5.1  0.16 99.00  2.48 999 1015.2   5.0   3.1 999.0 99.0 99.00
2014 06 27 16 50  29  5.1  5.8  0.17 99.00  2.49 999 1015.3   5.0   3.1 999.0 99.0 99.00
2014 06 27 17 50  51  4.6  5.2  0.22 99.00  2.53 999 1014.8   4.9   3.2 999.0 99.0 99.00
2014 06 27 18 50  24  4.8  5.3  0.23 99.00  2.63 999 1014.3   5.0   3.2 999.0 99.0 99.00
2014 06 27 19 50  43  4.2  5.0  0.20 99.00  2.66 999 1013.8   4.8   3.2 999.0 99.0 99.00
2014 06 27 20 50  47  4.6  5.2  0.22 99.00  2.68 999 1013.4   4.8   3.2 999.0 99.0 99.00
2014 06 27 21 50  37  4.6  5.1  0.25 99.00  2.75 999 1012.9   4.9   3.2 999.0 99.0 99.00
