#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 05 29 22 50  43  2.5  2.8  0.10 99.00  3.78 999 1008.8   4.3   2.9 999.0 99.0 99.00
2013 05 29 23 50  80  4.4  4.9  0.08 99.00  3.53 999 1008.1   4.1   2.8 999.0 99.0 99.00
2013 05 30 00 50  66  3.9  4.4  0.08 99.00  3.61 999 1008.0   4.4   2.8 999.0 99.0 99.00
2013 05 30 01 50  41  4.5  4.8  0.08 99.00  3.76 999 1007.6   3.8   2.7 999.0 99.0 99.00
2013 05 30 02 50  54  4.2  5.1  0.07 99.00  2.91 999 1008.5   5.7   2.6 999.0 99.0 99.00
2013 05 30 03 50  65  3.8  4.3  0.10 99.00  2.44 999 1008.5   5.1   2.5 999.0 99.0 99.00
2013 05 30 04 50 100  1.8  2.2  0.14 99.00  2.46 999 1008.2   5.9   2.5 999.0 99.0 99.00
2013 05 30 05 50 171  2.6  3.5  0.16 99.00  2.55 999 1008.5   7.1   2.5 999.0 99.0 99.00
2013 05 30 06 50  10  4.8  5.5  0.15 99.00  2.66 999 1008.3   4.2   2.5 999.0 99.0 99.00
2013 05 30 07 50  48  4.0  4.6  0.18 99.00  2.67 999 1009.0   4.1   2.5 999.0 99.0 99.00
2013 05 30 08 50  84  4.0  4.6  0.21 99.00  2.61 999 1009.0   4.3   2.4 999.0 99.0 99.00
2013 05 30 09 50  83  3.4  3.7  0.25 99.00  2.76 999 1009.1   5.4   2.4 999.0 99.0 99.00
2013 05 30 10 50  72  4.9  5.3  0.22 99.00  2.76 999 1008.1   5.6   2.4 999.0 99.0 99.00
2013 05 30 11 50 109  6.5  7.0  0.18 99.00  2.83 999 1008.4   7.7   2.4 999.0 99.0 99.00
2013 05 30 12 50  84  3.1  3.9  0.20 99.00  2.87 999 1008.2   7.2   2.4 999.0 99.0 99.00
2013 05 30 13 50  76  4.1  4.4  0.21 99.00  2.99 999 1008.0   7.1   2.4 999.0 99.0 99.00
2013 05 30 14 50  48  4.1  4.4  0.20 99.00  2.96 999 1007.7   5.2   2.4 999.0 99.0 99.00
2013 05 30 15 50  33  4.7  5.4  0.22 99.00  2.92 999 1007.6   6.1   2.4 999.0 99.0 99.00
2013 05 30 16 50  46  5.2  5.6  0.25 99.00  2.71 999 1007.4   5.0   2.4 999.0 99.0 99.00
2013 05 30 17 50  26  4.8  5.3  0.29  3.13  2.85 999 1006.9   4.6   2.4 999.0 99.0 99.00
2013 05 30 18 50  22  5.7  6.2  0.34  3.03  2.85 999 1006.0   5.0   2.4 999.0 99.0 99.00
2013 05 30 19 50  26  6.5  7.2  0.46  3.70  3.07 999 1005.2   4.8   2.4 999.0 99.0 99.00
2013 05 30 20 50  26  6.4  7.5  0.54  3.70  3.22 999 1004.5   4.9   2.4 999.0 99.0 99.00
2013 05 30 21 50  33  5.6  9.9  0.56  3.70  3.33 999 1004.9   4.5   2.4 999.0 99.0 99.00
2013 05 30 22 50  44  5.6  6.5  0.61  4.35  3.58 999 1004.9   5.0   2.4 999.0 99.0 99.00
2013 05 30 23 50  12  5.0  6.2  0.62  4.55  3.63 999 1004.3   4.5   2.3 999.0 99.0 99.00
2013 05 31 00 50  35  4.8  5.6  0.66  4.76  3.85 999 1005.1   3.8   2.3 999.0 99.0 99.00
2013 05 31 01 50  82  3.7  4.8  0.64  5.00  3.84 999 1005.5   5.5   2.3 999.0 99.0 99.00
2013 05 31 02 50  80  4.3  4.8  0.59  5.00  3.74 999 1004.8   6.6   2.2 999.0 99.0 99.00
2013 05 31 03 50  93  5.1  5.4  0.59  4.76  3.73 999 1003.9   8.0   2.2 999.0 99.0 99.00
2013 05 31 04 50 108  5.8  6.4  0.53  4.76  3.62 999 1003.6   8.2   2.2 999.0 99.0 99.00
2013 05 31 05 50 107  5.3  6.0  0.47  4.55  3.51 999 1003.3   8.6   2.2 999.0 99.0 99.00
2013 05 31 06 50 104  5.3  5.6  0.42  4.35  3.51 999 1003.0   8.2   2.2 999.0 99.0 99.00
2013 05 31 07 50 101  5.2  5.7  0.44  4.35  3.47 999 1002.7   7.4   2.2 999.0 99.0 99.00
2013 05 31 08 50 111  4.1  4.5  0.36  4.17  3.44 999 1002.5   7.8   2.3 999.0 99.0 99.00
2013 05 31 09 50 165  3.9  4.3  0.31  4.00  3.50 999 1002.8   7.4   2.3 999.0 99.0 99.00
2013 05 31 10 50 156  4.9  5.4  0.29  3.85  3.38 999 1003.0   8.0   2.3 999.0 99.0 99.00
2013 05 31 11 50 151  4.1  4.5  0.27  4.00  3.39 999 1003.0   8.7   2.3 999.0 99.0 99.00
2013 05 31 12 50 160  3.8  4.7  0.27  4.55  3.51 999 1002.6   6.9   2.3 999.0 99.0 99.00
2013 05 31 13 50 134  3.3  3.9  0.28  4.00  3.37 999 1003.6   7.6   2.3 999.0 99.0 99.00
2013 05 31 14 50 164  4.5  5.1  0.27  4.17  3.39 999 1003.3   8.9   2.3 999.0 99.0 99.00
2013 05 31 15 50 137  3.5  3.8  0.27  4.00  3.49 999 1003.5   9.7   2.4 999.0 99.0 99.00
2013 05 31 16 50 110  4.4  4.6  0.25  4.55  3.50 999 1003.6   9.6   2.4 999.0 99.0 99.00
2013 05 31 17 50 104  5.0  5.4  0.25 99.00  3.52 999 1003.4   7.3   2.5 999.0 99.0 99.00
2013 05 31 18 50  81  3.9  4.1  0.23 99.00  3.49 999 1002.9   7.2   2.5 999.0 99.0 99.00
2013 05 31 19 50  73  4.5  4.9  0.22 99.00  3.39 999 1002.5   6.5   2.5 999.0 99.0 99.00
2013 05 31 20 50  66  4.4  4.8  0.21 99.00  3.19 999 1001.9   6.2   2.5 999.0 99.0 99.00
2013 05 31 21 50 305  6.4 13.8  0.21 99.00  3.28 999 1003.6   5.4   2.5 999.0 99.0 99.00
2013 05 31 22 50  12  4.9  5.5  0.22 99.00  2.81 999 1003.2  13.3   2.5 999.0 99.0 99.00
2013 05 31 23 50 298  6.1 11.1  0.22 99.00  2.90 999 1004.1   6.7   2.6 999.0 99.0 99.00
2013 06 01 00 50  37  4.3  5.1  0.25 99.00  2.83 999 1004.4   7.8   2.6 999.0 99.0 99.00
2013 06 01 01 50  63  5.1  5.7  0.24 99.00  2.93 999 1004.0   7.1   2.5 999.0 99.0 99.00
2013 06 01 02 50 126  3.3  3.9  0.31  3.85  3.10 999 1003.5   6.1   2.5 999.0 99.0 99.00
2013 06 01 03 50 121  6.3  7.3  0.28  3.57  3.11 999 1004.1   5.1   2.5 999.0 99.0 99.00
2013 06 01 04 50 111  4.9  5.6  0.31  3.57  2.99 999 1003.8   6.0   2.5 999.0 99.0 99.00
2013 06 01 05 50 138  4.1  4.5  0.33  2.60  2.82 999 1003.4   6.9   2.5 999.0 99.0 99.00
2013 06 01 06 50 155  3.5  4.1  0.31  2.60  2.77 999 1003.2   6.0   2.5 999.0 99.0 99.00
2013 06 01 07 50 172  5.9  6.4  0.26  2.74  2.89 999 1002.9   8.2   2.5 999.0 99.0 99.00
2013 06 01 08 50 175  2.4  3.2  0.25 99.00  2.91 999 1003.0   8.8   2.5 999.0 99.0 99.00
2013 06 01 09 50  20  3.4  3.9  0.23 99.00  2.82 999 1002.5   4.1   2.4 999.0 99.0 99.00
2013 06 01 10 50  42  3.9  4.6  0.19 99.00  2.79 999 1003.1   4.2   2.4 999.0 99.0 99.00
2013 06 01 11 50  58  4.3  5.0  0.19 99.00  2.78 999 1004.4   3.4   2.4 999.0 99.0 99.00
2013 06 01 12 50  10  3.7  4.2  0.18 99.00  2.72 999 1004.5   3.2   2.4 999.0 99.0 99.00
2013 06 01 13 50  20  4.3  5.3  0.19 99.00  2.75 999 1004.3   3.6   2.4 999.0 99.0 99.00
2013 06 01 14 50  21  5.2  5.8  0.21 99.00  2.68 999 1004.6   4.2   2.5 999.0 99.0 99.00
2013 06 01 15 50  34  5.3  6.5  0.36  2.86  2.79 999 1005.1   3.9   2.5 999.0 99.0 99.00
2013 06 01 16 50  19  5.6  7.1  0.45  3.70  3.18 999 1005.5   4.0   2.5 999.0 99.0 99.00
2013 06 01 17 50  21  6.9  7.8  0.48  3.85  3.18 999 1005.7   4.6   2.5 999.0 99.0 99.00
2013 06 01 18 50  26  7.8  8.9  0.56  4.00  3.23 999 1006.2   4.7   2.5 999.0 99.0 99.00
2013 06 01 19 50  19  7.5  8.8  0.60  3.85  3.28 999 1006.6   4.8   2.5 999.0 99.0 99.00
2013 06 01 20 50  16  6.1  7.0  0.61  3.85  3.36 999 1007.6   4.3   2.5 999.0 99.0 99.00
2013 06 01 21 50 357  5.6  6.5  0.62  3.85  3.44 999 1008.2   4.1   2.5 999.0 99.0 99.00
2013 06 01 22 50 358  6.7  7.7  0.56  3.85  3.35 999 1009.5   4.4   2.4 999.0 99.0 99.00
2013 06 01 23 50 360  4.7  5.2  0.50  3.85  3.30 999 1010.8   3.7   2.4 999.0 99.0 99.00
2013 06 02 00 50   2  4.3  5.2  0.49  4.00  3.39 999 1011.3   3.8   2.4 999.0 99.0 99.00
2013 06 02 01 50 322  3.2  3.6  0.56  4.00  3.54 999 1012.0   3.4   2.4 999.0 99.0 99.00
2013 06 02 02 50 325  3.1  3.5  0.55  4.00  3.57 999 1012.9   3.5   2.4 999.0 99.0 99.00
2013 06 02 03 50 312  3.8  4.2  0.46  3.85  3.55 999 1013.2   3.6   2.4 999.0 99.0 99.00
2013 06 02 04 50 299  3.2  4.0  0.43  4.00  3.56 999 1013.4   3.2   2.4 999.0 99.0 99.00
2013 06 02 05 50 328  3.9  4.3  0.37  4.00  3.54 999 1013.7   3.7   2.4 999.0 99.0 99.00
2013 06 02 06 50 314  2.9  3.4  0.34  4.17  3.58 999 1014.0   3.6   2.3 999.0 99.0 99.00
2013 06 02 07 50 324  4.6  5.2  0.36  4.55  3.62 999 1014.1   3.7   2.3 999.0 99.0 99.00
2013 06 02 08 50 340  3.8  4.3  0.37  4.00  3.53 999 1014.7   3.6   2.3 999.0 99.0 99.00
2013 06 02 09 50 313  3.7  4.1  0.36  4.00  3.34 999 1015.2   3.7   2.3 999.0 99.0 99.00
2013 06 02 10 50 330  4.7  6.2  0.39  4.17  3.41 999 1015.5   4.2   2.3 999.0 99.0 99.00
2013 06 02 11 50 335  4.6  5.5  0.42  4.17  3.41 999 1016.0   4.6   2.3 999.0 99.0 99.00
2013 06 02 12 50 300  3.0  3.6  0.43  4.35  3.51 999 1016.8   4.2   2.3 999.0 99.0 99.00
2013 06 02 13 50 305  3.2  3.9  0.45  4.00  3.61 999 1017.5   4.0   2.4 999.0 99.0 99.00
2013 06 02 14 50 306  3.0  3.2  0.42  4.00  3.64 999 1017.5   4.2   2.4 999.0 99.0 99.00
2013 06 02 15 50 271  2.7  3.1  0.37  4.76  3.70 999 1017.8   4.0   2.5 999.0 99.0 99.00
2013 06 02 16 50 236  3.7  4.3  0.39  4.76  3.86 999 1017.9   3.6   2.6 999.0 99.0 99.00
2013 06 02 17 50 219  3.7  4.6  0.40  5.56  4.04 999 1017.4   3.3   2.6 999.0 99.0 99.00
2013 06 02 18 50 227  5.5  6.4  0.34  4.76  4.04 999 1017.0   4.2   2.6 999.0 99.0 99.00
2013 06 02 19 50 213  5.3  5.9  0.34  4.55  3.41 999 1016.9   4.1   2.7 999.0 99.0 99.00
2013 06 02 20 50 212  5.2  6.4  0.37  5.00  3.31 999 1016.5   4.1   2.7 999.0 99.0 99.00
2013 06 02 21 50 218  5.8  6.5  0.37  2.60  2.99 999 1016.2   4.1   2.7 999.0 99.0 99.00
2013 06 02 22 50 221  5.3  6.0  0.40  2.74  3.06 999 1016.2   4.3   2.7 999.0 99.0 99.00
2013 06 02 23 50 221  4.9  5.5  0.37  2.86  3.13 999 1016.4   4.7   2.7 999.0 99.0 99.00
2013 06 03 00 50 222  4.3  4.9  0.32  2.86  3.15 999 1016.4   4.9   2.6 999.0 99.0 99.00
2013 06 03 01 50 226  3.5  4.1  0.27  2.74  3.08 999 1016.5   5.0   2.6 999.0 99.0 99.00
2013 06 03 02 50 243  2.4  2.7  0.22 99.00  3.19 999 1017.0   5.0   2.6 999.0 99.0 99.00
2013 06 03 03 50  19  2.7  3.1  0.18 99.00  3.51 999 1017.6   3.9   2.5 999.0 99.0 99.00
2013 06 03 04 50  30  4.7  6.6  0.17 99.00  3.54 999 1017.8   3.7   2.5 999.0 99.0 99.00
2013 06 03 05 50  42  2.0  2.2  0.14 99.00  3.57 999 1018.0   3.3   2.5 999.0 99.0 99.00
2013 06 03 06 50  43  0.7  0.8  0.13 99.00  3.66 999 1018.0   3.2   2.4 999.0 99.0 99.00
2013 06 03 07 50  12  2.7  3.0  0.11 99.00  3.64 999 1018.1   3.1   2.3 999.0 99.0 99.00
2013 06 03 08 50  16  2.0  2.3  0.09 99.00  3.69 999 1018.3   3.5   2.4 999.0 99.0 99.00
2013 06 03 09 50 350  0.4  0.7  0.08 99.00  3.79 999 1018.6   3.7   2.2 999.0 99.0 99.00
2013 06 03 10 50 342  1.3  1.4  0.07 99.00  3.64 999 1018.9   3.7   1.9 999.0 99.0 99.00
2013 06 03 11 50 287  0.6  0.8  0.07 99.00  3.73 999 1019.6   4.6   1.9 999.0 99.0 99.00
2013 06 03 12 50 274  2.0  2.5  0.07 99.00  3.59 999 1019.7   3.0   2.2 999.0 99.0 99.00
2013 06 03 13 50 312  2.4  3.0  0.06 99.00  3.65 999 1020.0   4.1   2.4 999.0 99.0 99.00
2013 06 03 14 50 293  1.4  1.9  0.06 99.00  3.65 999 1020.0   3.6   2.5 999.0 99.0 99.00
2013 06 03 15 50 227  1.3  1.7  0.05 99.00  3.66 999 1020.4   3.6   2.5 999.0 99.0 99.00
2013 06 03 16 50 223  2.8  3.1  0.05 99.00  3.62 999 1020.5   3.4   2.6 999.0 99.0 99.00
2013 06 03 17 50 205  3.0  3.3  0.04 99.00  3.69 999 1020.4   3.9   2.7 999.0 99.0 99.00
2013 06 03 18 50 197  3.6  4.0  0.04 99.00  3.86 999 1020.4   4.1   2.7 999.0 99.0 99.00
2013 06 03 19 50 196  4.0  4.4 99.00 99.00 99.00 999 1019.9   4.1   2.7 999.0 99.0 99.00
2013 06 03 20 50 196  5.0  5.7  0.04 99.00  4.04 999 1019.9   4.4   2.7 999.0 99.0 99.00
2013 06 03 21 50 195  4.1  4.4  0.06 99.00  2.46 999 1019.5   4.5   2.6 999.0 99.0 99.00
2013 06 03 22 50 218  2.5  3.0  0.06 99.00  2.50 999 1019.3   4.3   2.6 999.0 99.0 99.00
2013 06 03 23 50 226  1.4  1.6  0.05 99.00  2.78 999 1019.0   4.9   2.6 999.0 99.0 99.00
2013 06 04 00 50 324  1.1  1.4  0.05 99.00  3.25 999 1019.3   4.1   2.6 999.0 99.0 99.00
2013 06 04 01 50 349  1.8  2.4  0.07 99.00  3.75 999 1019.7   3.5   2.5 999.0 99.0 99.00
2013 06 04 02 50 327  2.2  2.4  0.05 99.00  3.72 999 1020.4   4.0   2.5 999.0 99.0 99.00
2013 06 04 03 50 291  1.9  2.2  0.05 99.00  3.37 999 1021.0   4.4   2.4 999.0 99.0 99.00
2013 06 04 04 50 331  1.3  1.5  0.05 99.00  3.17 999 1021.1   4.7   2.1 999.0 99.0 99.00
2013 06 04 05 50  75  3.1  3.3  0.03 99.00  2.99 999 1021.7   4.0   1.8 999.0 99.0 99.00
2013 06 04 06 50  57  1.8  2.1  0.04 99.00  3.64 999 1021.4   5.5   2.1 999.0 99.0 99.00
2013 06 04 07 50 162  1.7  2.0  0.06 99.00  3.22 999 1021.4   3.8   2.2 999.0 99.0 99.00
2013 06 04 08 50 160  1.8  2.2  0.02 99.00  3.75 999 1021.8   3.7   2.1 999.0 99.0 99.00
2013 06 04 09 50 180  1.6  1.7  0.05 99.00  3.40 999 1022.3   4.7   1.9 999.0 99.0 99.00
2013 06 04 10 50 178  0.9  1.0 99.00 99.00 99.00 999 1022.4   5.5   1.9 999.0 99.0 99.00
2013 06 04 11 50 135  3.4  3.9  0.03 99.00  3.74 999 1022.8   4.8   2.0 999.0 99.0 99.00
2013 06 04 12 50 103  3.1  3.4  0.03 99.00  3.82 999 1022.5   4.0   2.2 999.0 99.0 99.00
2013 06 04 13 50 113  2.4  2.8 99.00 99.00 99.00 999 1023.1   3.9   2.2 999.0 99.0 99.00
2013 06 04 14 50 144  2.1  2.2  0.03 99.00  2.99 999 1023.7   4.2   2.3 999.0 99.0 99.00
2013 06 04 15 50  99  2.3  2.5  0.04 99.00  3.49 999 1024.0   5.0   2.4 999.0 99.0 99.00
2013 06 04 16 50  69  3.0  3.3  0.05 99.00  3.79 999 1023.6   5.1   2.5 999.0 99.0 99.00
2013 06 04 17 50  67  3.4  3.6  0.03 99.00  4.05 999 1023.6   4.8   2.5 999.0 99.0 99.00
2013 06 04 18 50  28  3.1  3.6  0.03 99.00  4.11 999 1023.6   4.3   2.6 999.0 99.0 99.00
2013 06 04 19 50  42  3.8  4.2  0.04 99.00  3.86 999 1023.0   4.3   2.6 999.0 99.0 99.00
2013 06 04 20 50  35  3.7  4.2  0.04 99.00  4.30 999 1022.8   4.3   2.6 999.0 99.0 99.00
2013 06 04 21 50  29  4.7  5.3  0.11 99.00  3.90 999 1022.5   4.5   2.6 999.0 99.0 99.00
2013 06 04 22 50  39  4.3  4.8  0.06 99.00  4.54 999 1022.5   4.7   2.6 999.0 99.0 99.00
2013 06 04 23 50  42  4.8  5.2  0.06 99.00  3.50 999 1022.2   4.6   2.6 999.0 99.0 99.00
2013 06 05 00 50  52  5.1  5.5  0.07 99.00  2.84 999 1022.0   4.6   2.5 999.0 99.0 99.00
2013 06 05 01 50  64  5.0  5.6  0.16 99.00  2.53 999 1021.8   5.4   2.5 999.0 99.0 99.00
2013 06 05 02 50  71  4.5  4.9  0.22 99.00  2.57 999 1022.3   5.1   2.5 999.0 99.0 99.00
2013 06 05 03 50  60  4.2  4.8  0.21 99.00  2.72 999 1022.4   4.8   2.5 999.0 99.0 99.00
2013 06 05 04 50  81  4.7  5.2  0.22 99.00  2.80 999 1022.3   5.3   2.5 999.0 99.0 99.00
2013 06 05 05 50  92  4.1  4.4  0.21 99.00  2.75 999 1022.0   5.2   2.4 999.0 99.0 99.00
2013 06 05 06 50 128  2.8  3.0  0.17 99.00  2.80 999 1022.0   5.0   2.5 999.0 99.0 99.00
2013 06 05 07 50 154  3.3  3.7  0.15 99.00  2.76 999 1021.8   5.1   2.5 999.0 99.0 99.00
2013 06 05 08 50 253  0.2  0.3  0.13 99.00  2.82 999 1021.7   4.9   2.4 999.0 99.0 99.00
2013 06 05 09 50  52  2.9  3.6  0.11 99.00  2.95 999 1021.8   3.8   2.4 999.0 99.0 99.00
2013 06 05 10 50  68  1.9  2.6  0.09 99.00  2.93 999 1022.4   4.4   2.4 999.0 99.0 99.00
2013 06 05 11 50  92  3.8  4.4  0.10 99.00  2.89 999 1022.6   5.2   2.4 999.0 99.0 99.00
2013 06 05 12 50 117  6.6  7.3  0.10 99.00  2.87 999 1022.9   5.1   2.4 999.0 99.0 99.00
2013 06 05 13 50 115  4.6  4.9  0.22 99.00  2.47 999 1022.3   5.1   2.4 999.0 99.0 99.00
2013 06 05 14 50 110  3.3  3.6  0.24 99.00  2.64 999 1022.1   4.6   2.5 999.0 99.0 99.00
2013 06 05 15 50  92  4.3  4.8  0.21 99.00  2.59 999 1021.5   5.3   2.5 999.0 99.0 99.00
2013 06 05 16 50  17  4.2  4.8  0.20 99.00  2.60 999 1022.2   4.1   2.5 999.0 99.0 99.00
2013 06 05 17 50  42  5.6  6.2  0.15 99.00  2.60 999 1021.6   3.8   2.5 999.0 99.0 99.00
2013 06 05 18 50  48  5.8  6.5  0.20 99.00  2.50 999 1021.2   4.4   2.5 999.0 99.0 99.00
2013 06 05 19 50  46  4.5  5.0  0.32  2.74  2.70 999 1021.4   4.0   2.5 999.0 99.0 99.00
2013 06 05 20 50  42  4.4  5.6  0.33  2.86  2.81 999 1020.9   3.9   2.6 999.0 99.0 99.00
2013 06 05 21 50  48  7.1  8.1  0.45  3.13  2.93 999 1020.3   3.8   2.6 999.0 99.0 99.00
2013 06 05 22 50  48  6.7  7.7  0.59  3.57  3.26 999 1020.3   3.9   2.5 999.0 99.0 99.00
2013 06 05 23 50  36  5.1  5.9  0.68  4.00  3.45 999 1020.0   3.6   2.6 999.0 99.0 99.00
2013 06 06 00 50  44  3.9  4.4  0.53  3.85  3.35 999 1020.3   3.5   2.5 999.0 99.0 99.00
2013 06 06 01 50  43  5.6  6.2  0.53  4.00  3.55 999 1019.9   3.6   2.5 999.0 99.0 99.00
2013 06 06 02 50  53  5.8  6.7  0.51  4.00  3.28 999 1019.9   3.7   2.5 999.0 99.0 99.00
2013 06 06 03 50  60  5.0  5.6  0.51  4.17  3.39 999 1019.9   4.2   2.5 999.0 99.0 99.00
2013 06 06 04 50  57  5.1  6.1  0.44  4.00  3.31 999 1019.7   4.3   2.5 999.0 99.0 99.00
2013 06 06 05 50  44  4.9  5.5  0.43  3.85  3.39 999 1019.7   3.8   2.5 999.0 99.0 99.00
2013 06 06 06 50  43  4.7  5.4  0.40  3.70  3.09 999 1019.7   3.6   2.5 999.0 99.0 99.00
2013 06 06 07 50  43  5.2  5.9  0.40  3.57  3.10 999 1019.7   3.5   2.5 999.0 99.0 99.00
2013 06 06 08 50  48  5.9  6.7  0.35  3.45  2.97 999 1019.4   3.4   2.5 999.0 99.0 99.00
2013 06 06 09 50  39  5.0  5.6  0.36  3.23  2.90 999 1019.7   3.5   2.4 999.0 99.0 99.00
2013 06 06 10 50  44  5.7  6.5  0.40  3.57  3.02 999 1019.7   3.5   2.4 999.0 99.0 99.00
2013 06 06 11 50  33  6.5  7.5  0.42  3.45  3.05 999 1020.0   3.4   2.5 999.0 99.0 99.00
2013 06 06 12 50  40  5.8  7.1  0.43  3.45  3.06 999 1020.2   3.4   2.5 999.0 99.0 99.00
2013 06 06 13 50  19  5.9  6.5  0.39  3.45  3.00 999 1020.1   3.3   2.5 999.0 99.0 99.00
2013 06 06 14 50  30  6.3  7.5  0.43  3.23  2.98 999 1020.2   3.5   2.5 999.0 99.0 99.00
2013 06 06 15 50  29  6.2  7.1  0.42  3.13  2.94 999 1020.4   3.6   2.5 999.0 99.0 99.00
2013 06 06 16 50  30  5.1  5.7  0.39  3.03  2.98 999 1020.5   3.8   2.5 999.0 99.0 99.00
2013 06 06 17 50  31  5.6  6.4  0.35  3.33  2.90 999 1020.2   3.8   2.5 999.0 99.0 99.00
2013 06 06 18 50  30  5.7  6.4  0.32  3.13  2.88 999 1020.1   4.1   2.5 999.0 99.0 99.00
2013 06 06 19 50  24  5.1  5.5  0.31  3.13  2.91 999 1020.0   4.1   2.5 999.0 99.0 99.00
2013 06 06 20 50  29  4.2  4.6  0.27  2.86  2.79 999 1019.8   4.0   2.5 999.0 99.0 99.00
2013 06 06 21 50  31  3.8  4.1  0.25  2.86  2.80 999 1019.5   4.3   2.5 999.0 99.0 99.00
2013 06 06 22 50  12  2.7  3.0  0.19 99.00  2.80 999 1019.1   4.1   2.5 999.0 99.0 99.00
2013 06 06 23 50  12  0.8  0.9  0.19 99.00  2.83 999 1019.0   4.7   2.6 999.0 99.0 99.00
2013 06 07 00 50 332  0.2  0.4  0.16 99.00  2.83 999 1018.8   5.4   2.6 999.0 99.0 99.00
2013 06 07 01 50 190  0.4  0.8  0.14 99.00  2.81 999 1018.5   4.9   2.5 999.0 99.0 99.00
2013 06 07 02 50 180  0.0  0.0  0.12 99.00  2.86 999 1018.7   5.2   2.5 999.0 99.0 99.00
2013 06 07 03 50 145  0.3  0.5  0.13 99.00  3.01 999 1018.7   5.0   2.3 999.0 99.0 99.00
2013 06 07 04 50 194  1.1  1.5  0.11 99.00  3.09 999 1018.5   4.8   2.3 999.0 99.0 99.00
2013 06 07 05 50 278  1.3  1.7  0.13 99.00  3.29 999 1018.3   5.0   2.1 999.0 99.0 99.00
2013 06 07 06 50 318  2.1  2.4  0.09 99.00  3.19 999 1018.1   3.8   2.1 999.0 99.0 99.00
2013 06 07 07 50 329  2.1  2.4  0.08 99.00  2.98 999 1017.9   3.9   2.1 999.0 99.0 99.00
2013 06 07 08 50 277  1.3  1.6  0.09 99.00  3.27 999 1017.8   3.7   2.2 999.0 99.0 99.00
2013 06 07 09 50 244  1.1  1.2  0.07 99.00  3.07 999 1018.0   3.6   2.2 999.0 99.0 99.00
2013 06 07 10 50 245  2.4  2.7  0.07 99.00  3.04 999 1018.3   4.2   2.3 999.0 99.0 99.00
2013 06 07 11 50 219  2.3  2.6  0.10 99.00  3.47 999 1018.7   3.6   2.3 999.0 99.0 99.00
2013 06 07 12 50 246  2.4  2.6  0.06 99.00  3.21 999 1018.9   4.2   2.4 999.0 99.0 99.00
2013 06 07 13 50 227  2.7  3.0  0.05 99.00  3.23 999 1018.9   4.2   2.5 999.0 99.0 99.00
2013 06 07 14 50 236  1.5  1.7  0.05 99.00  3.32 999 1019.0   4.0   2.6 999.0 99.0 99.00
2013 06 07 15 50 238  1.9  2.4  0.05 99.00  3.37 999 1018.7   4.3   2.8 999.0 99.0 99.00
2013 06 07 16 50 254  1.7  1.8  0.04 99.00  3.26 999 1018.3   4.5   2.9 999.0 99.0 99.00
2013 06 07 17 50 258  2.0  2.3  0.04 99.00  3.38 999 1017.9   4.4   3.0 999.0 99.0 99.00
2013 06 07 18 50 297  1.7  2.2  0.03 99.00  3.30 999 1017.3   4.8   3.0 999.0 99.0 99.00
2013 06 07 19 50 302  2.3  2.4  0.08 99.00  3.39 999 1017.1   4.8   3.1 999.0 99.0 99.00
2013 06 07 20 50 318  2.6  2.8  0.03 99.00  3.64 999 1016.6   5.2   3.1 999.0 99.0 99.00
2013 06 07 21 50 350  3.1  3.3  0.03 99.00  3.57 999 1016.0   5.4   3.1 999.0 99.0 99.00
2013 06 07 22 50 298  1.8  2.1  0.03 99.00  3.38 999 1015.6   5.3   3.1 999.0 99.0 99.00
2013 06 07 23 50 285  2.4  3.8  0.03 99.00  3.10 999 1015.3   5.2   3.1 999.0 99.0 99.00
2013 06 08 00 50 251  1.9  3.2  0.03 99.00  3.67 999 1015.5   4.9   3.1 999.0 99.0 99.00
2013 06 08 01 50 241  2.8  3.1  0.02 99.00  3.55 999 1015.2   4.2   3.0 999.0 99.0 99.00
2013 06 08 02 50 233  1.1  1.6  0.02 99.00  4.14 999 1015.2   5.0   2.9 999.0 99.0 99.00
2013 06 08 03 50  73  0.8  1.6  0.03 99.00  3.95 999 1015.3   4.9   2.8 999.0 99.0 99.00
2013 06 08 04 50 196  2.4  3.3  0.02 99.00  4.29 999 1015.0   4.5   2.8 999.0 99.0 99.00
2013 06 08 05 50 244  2.6  3.2  0.03 99.00  4.00 999 1014.8   4.7   2.7 999.0 99.0 99.00
2013 06 08 06 50 184  1.4  2.0 99.00 99.00 99.00 999 1015.1   4.8   2.7 999.0 99.0 99.00
2013 06 08 07 50 204  1.0  1.4  0.02 99.00  4.12 999 1015.2   5.3   2.7 999.0 99.0 99.00
2013 06 08 08 50 265  2.0  2.2  0.02 99.00  4.54 999 1015.0   7.9   2.7 999.0 99.0 99.00
2013 06 08 09 50 234  3.1  3.5  0.02 99.00  4.81 999 1015.3   6.1   2.7 999.0 99.0 99.00
2013 06 08 10 50 309  2.1  2.5  0.01 99.00  4.40 999 1015.7   5.2   2.7 999.0 99.0 99.00
2013 06 08 11 50 317  2.2  2.8  0.02 99.00  4.74 999 1015.9   6.4   2.7 999.0 99.0 99.00
2013 06 08 12 50 344  1.9  2.2 99.00 99.00 99.00 999 1015.7   8.3   2.8 999.0 99.0 99.00
